"response_id","q1_1","q1_1_1_code","q1_1_2_code","q1_2","q1_2_1_code","q1_2_2_code","q1_3","q1_3_1_code","q1_3_2_code","q1_4","q1_4_1_code","q1_4_2_code","q1_5","q1_5_1_code","q1_5_2_code"
"R_2rTlva6LoUVoH6u","wendy's","","","","","","","","","","","","","",""
"R_1mq2QCeivlIiqjH","Tgifridays","","","Mix and bowl","","","Elsas","","","","","","","",""
"R_phrgaTmsa3PbQM9","None","","","","","","","","","","","","","",""
"R_3sjNivKhVzma9c9","Burger king","","","Dominno's pizza","","","Pizza hut","","","Donut's club","","","","",""
"R_VKVSqk66zkWvC3T","NONE","","","","","","","","","","","","","",""
"R_3HSv8jG4mKgTRPd","5 guys","","","","","","","","","","","","","",""
"R_3nNNOAS3ReFbntl","Red Robin","","","Applebee’s","","","Denny‘s","","","Chic fil let","1","","","",""
"R_1DoJAjXODyVvQ0p","Chick fala","","1","Jack in the box","","","","","","","","","","",""
"R_cwOrEMP01wglYAN","Burger King","","","Wendy's","","","Mc Donalds","","","Taco Bell","","12","KFC","",""
"R_2ru2SXSHVH3V95W","Mcdondolds","","","Jack in the box","","","Dairy Queen","","","Taco Bell","","12","Wendeys","",""
"R_A0PmWvWOjCc0GFr","None","","","","","","","","","","","","","",""
"R_12QGBb2RnJBnuTg","None","","","","","","","","","","","","","",""
"R_1pm4SvCfAaf9HHR","Panera","9","","Nalley Fresh","","","Zoes","","","Chipotle","2","","Midici","",""
"R_232EPPBuOqPfnZx","None","","","","","","","","","","","","","",""
"R_1MMKa7zlkXPTOFv","Red Robin","","","Applebees","","","","","","","","","","",""
"R_1LiYs2sihxSPW73","Panera Bread","","9","Cosi","","","","","","","","","","",""
"R_3lAWTBknh4NEEMx","Olive garden","","","Sonic","","","Red roben","","","Subway","","","Panda exspes","","8"
"R_22JQceNyhkdJzWg","Chillis","","","Applebees","","","Red lobster","","","","","","","",""
"R_1ohzt4VY15GW8rW","McDonalds","","","","","","","","","","","","","",""
"R_2nRThULTpi66fmN","none","","","","","","","","","","","","","",""
"R_DIFEnfeNCvpa1Bn","none","","","","","","","","","","","","","",""
"R_268RoWlSKzrqCku","Gulf Shore","","","Red Lobster","","","Cheese Cake Factory","","","Olive Garden","","","54th Bar & Grill","",""
"R_2Ynpyw1vNeSK6s8","Big t","","","Subway","","","Chipolte","2","","Panera","9","","","",""
"R_27HdY0uHtCb7OSx","Shake shack","","","Walburgers","","","","","","","","","","",""
"R_sThw0vDWyTTEANP","Five guys","","","Chipotle","2","","","","","","","","","",""
"R_1ILr7tuwiFiBkMs","McDonalts","","","Jack in the Box","","","","","","","","","","",""
"R_2UbITMSCoJIbI31","Olive Garden","","","Red dragon","","","Azteca","","","Red robin","","","Chipotle","2",""
"R_2CUODP8I5SxCXzH","Wendy","","","applebees","","","Chillies","","","Mv Donaldson","","","sonic","",""
"R_2uPe7QPV19tNNiP","Arbys","","","","","","","","","","","","","",""
"R_1BQnOOJpcoNOLrL","Portillo's Hot Dogs","","","Earl Of Sandwich In Vegas","","","Shake Shack","","","Blaze Pizza","","","Five Guys","",""
"R_25MCQVvUm1jtnKr","Panera","9","","","","","","","","","","","","",""
"R_3m4qAPZzzVu353G","Chipotle","2","","Jersey Mikes","4","","Taco Bell","","12","Burger King","","","Qdoba","10",""
"R_1GHqYepEdzY8ts2","Culver’s","","","Bill Gray’s","","","Schaller’s","","","Zaxby’s","","","","",""
"R_21Fy2RwrBumb4b6","McDonalds","","","Wendys","","","Burger King","","","White Castle","","","Subway","",""
"R_3KpRvCjeO5pEvK8","Mcdonalds","","","Sonic","","","Taco bell","","12","Burger king","","","Culvers","",""
"R_2OTLQ8g4lrLBNBr","Panera Bread","","9","","","","","","","","","","","",""
"R_3IcK6iMekpbLFcY","Jimmy John’s","5","","Five Guys","","","Starbucks","","","Bruegger’s Bagels","","","Panera Bread","","9"
"R_27lfijzrMWc1Ux2","Dinos","","","Vencellis","","","Riggata","","","Sonic","","","Webbers","",""
"R_2SkUZhUIuYo7WwG","none","","","","","","","","","","","","","",""
"R_3FP2F0U3tMwob47","none","","","","","","","","","","","","","",""
"R_1kMiavKPy6UOP6d","Chick-fil-A","","1","Moes","6","","Chicken salad chick","","","Chipotle","2","","Panera","9",""
"R_2yj9UQcPRknznEY","Jack n nox","","","Taco bell","","12","Burger king","","","Mcdonalds","","","Subwsy","",""
"R_2e8qJWolAtruLHX","Starbucks","","","Panera","9","","Chick fil a","","1","","","","","",""
"R_3rYydge8RNkox9r","None","","","","","","","","","","","","","",""
"R_QncH35XYQ9txbQ5","None","","","","","","","","","","","","","",""
"R_1r8QvAz1f3nDDy9","APPLE","","","","","","","","","","","","","",""
"R_28XQkn3e91Q7M7K","applebees","","","five guys","","","chipotle","2","","panera","9","","","",""
"R_PGPcppv6YRGKQ8x","Jersey Mike's","4","","","","","","","","","","","","",""
"R_tPXKe1jt1LLXzNf","panera","9","","qdoba","10","","mcalisters","","","first watch","","","chipotle","2",""
"R_d1jERmpqdlmwfG9","Chilis","","","","","","","","","","","","","",""
"R_3htnA3HS7pWi8fI","panera","9","","wendys","","","salad works","","","","","","","",""
"R_3Ep1CTR80H5ucEW","burger king","","","","","","","","","","","","","",""
"R_299RaW3cPdlDPGb","None","","","","","","","","","","","","","",""
"R_x9g9brGNC8MF4f7","Chili’s","","","Applebee’s","","","","","","","","","","",""
"R_3rVrViOH3sOX50M","Applebees","","","Chili's","","","","","","","","","","",""
"R_4YevZH4YsWopirD","Pizza","","","Burger","","","","","","","","","","",""
"R_Q6xhAJL2is1vAs1","none","","","","","","","","","","","","","",""
"R_3iDviKWeXwNdcMR","arbys","","","5 guys","","","chick fil a","","1","","","","","",""
"R_1OV1PJgmzz2DxlM","America's incredible pizza company","","","annalakshmi","","","applebee's","","","arab udupi","","","ASK italian","",""
"R_1l3FsYUNDk73bpr","Arby's","","","Auntie Anne's","","","KFC","","","Subway","","","Taco Bell","","12"
"R_RUEFGr4XHiGuwtX","Burger king","","","Mc donalds","","","Taco bell","","12","Little ceasets","","","Diminos","",""
"R_3PMGN6BESgJg3FT","Five Guys","","","Shake Shack","","","Starbucks","","","Bruegger's Bagels","","","Panera Bread","","9"
"R_2q7Y1ahglT0EXYQ","Five guys","","","Salad works","","","","","","","","","","",""
"R_2YJuE7O5JXwbvCg","Applebee’s","","","Red Robins","","","Steak n Shake","","","","","","","",""
"R_12a2um6j3I8nb2j","Shake Shack","","","Blaze Pizza","","","","","","","","","","",""
"R_1LiMK4P6DZOQqyw","Wendy's","","","Chipotle","2","","Quiznos","","","Chick-fil-A","","1","","",""
"R_1PSfMQWgL2aEnmv","Jimmy John's Gourmet Sandwiches","5","","Chipotle Mexican Grill","2","","Panda Express","","8","Wingstop","13","","Zaxby's","",""
"R_1GPKeiaaPDqs3s9","Freebirds","","","Noodles and company","","7","steak and shake","","","wingstop","13","","","",""
"R_1roJtTP88lkFNXU","Panda express","","8","Panera","9","","Chipotle","2","","","","","","",""
"R_1nUxC3ioxxuZmbp","chickfila","","1","wawa","","","","","","","","","","",""
"R_2Bwyy7fd8azfZAA","Qdoba","10","","","","","","","","","","","","",""
"R_bedzsAMzDTX7PAl","Chipotle","2","","Panera bread","","9","Qdoba","10","","","","","","",""
"R_1nQ2LRU6M9vaPMu","WAlmart","","","","","","","","","","","","","",""
"R_27keiWRV1xmn6DL","Arbys","","","Wendys","","","Burger king","","","Chick fil a","","1","In n out","",""
"R_1joyEAiuqNXo4tn","McDonald’s","","","Taco Bell","","12","Wendy’s","","","Jack in the box","","","Burger King","",""
"R_sZN7PliQwjlkqnD","Panera","9","","Applebees","","","Cheesecake Factory","","","Brio","","","","",""
"R_1jvL5iSrrRwuuDl","Chipotle","2","","Panera","9","","","","","","","","","",""
"R_2bZyuRJUlyn7oyS","Lake Dine","","","Greedy Guts","","","","","","","","","","",""
"R_3rN8TJh4BC5Nlxc","Chipotle","2","","","","","","","","","","","","",""
"R_3PmA0IUig3bFVZu","Chic a filet","1","","","","","","","","","","","","",""
"R_2xS4z8tjB2qWV5A","Chic fi la","1","","Tropical smoothie cafe","","","Applebees","","","Tig fridays","","","Redlobster","",""
"R_3jUwEKg02BZUw8S","Olive Garden","","","Red lobster","","","IHOP","","","Subway","","","Red lions","",""
"R_3qqFq7oLdFrvLTU","Olive Garden","","","Logan’s","","","Applebee’s","","","Ruby Tuesday","","","O Charleys","",""
"R_1DG9Il9RzmVNbPc","MacDonalds","","","Tops Big Boy","","","Wendys","","","","","","","",""
"R_31vbM4udLgNXcF8","Panera","9","","Chipotle","2","","","","","","","","","",""
"R_beLLTvJazpUA8q5","Denny’s","","","","","","","","","","","","","",""
"R_6lCZA4BlVqTfqzn","Five Guys","","","Momijis","","","Wendys","","","","","","","",""
"R_3jYGTzzGhOl1IWm","Apple bees","","","Chilia","","","Olive garden","","","Red lobster","","","Outback","",""
"R_1DCkEJ5jYHrRYc1","Chipotle Mexican Grill","2","","Steak 'n Shake","","","Subway","","","Five Guys","","","Boston Market","",""
"R_2Tz906aVUVP54S2","Chipotle","2","","","","","","","","","","","","",""
"R_2qgDsCG6GDtCtA1","Panara","9","","","","","","","","","","","","",""
"R_1Cl22i48tKPGvn7","fratellos","","","chic fil a","1","","panera","9","","","","","","",""
"R_wXgWv2L6PIZMvTj","Chick-Fil-A","","1","Ihop","","","Wendy's","","","Quodoba","10","","Taco Bell","","12"
"R_1OosNvzmyfAIFc6","Boston Market","","","McAlister's Deli","","","Perkins Restaurant and Bakery","","","SmashBurger","","","Stak n shake","",""
"R_3n78fJ8OxYFJa6q","Chick Fil A","","1","Subway","","","Burger King","","","Wendy’s","","","Shake Shack","",""
"R_2ClvZp9hYDbVXgx","McDonald’s","","","BurgerKing","","","Pizza Hut","","","Wendies","","","Chipotle","2",""
"R_3fqOPXaBpZ8LnsF","Subway","","","Pf changs","","","Applebees","","","","","","","",""
"R_3EPV9rvP7SffHFt","Five Guys","","","Burger Fi","","","Shake Shack","","","Qdoba","10","","","",""
"R_vHPJzkSsPa3O15n","Red robin","","","Applebees","","","Five guys","","","","","","","",""
"R_3rTAY25glxYXR6R","Panera","9","","Au Bon Pan","","","","","","","","","","",""
"R_cBfSsDangs4jdvj","McDonalds","","","Austins","","","Pj Whilihans","","","Dominos","","","Ginos","",""
"R_2aaIhsVGZkRsYnd","none","","","","","","","","","","","","","",""
"R_210tN923GW9GUMe","Chick fil a","","1","Wendy","","","Dunkin Donut","","","","","","","",""
"R_2D78O6KlqGrNCrN","McDonald’s","","","Wendy’s","","","Burger King","","","Taco Bell","","12","KFC","",""
"R_2Y96jp6lYVpmhVa","Olive Garden","","","Outback","","","Friday","","","","","","","",""
"R_9t0wiOWz77fswXT","Arbys","","","Subway","","","Taco Bell","","12","Wendys","","","Burger king","",""
"R_YaJQzquGfBKMj6N","Chick Fila","","1","","","","","","","","","","","",""
"R_3M3RZljTNXYfAwi","Chipotle","2","","Potbellys","","","Five guys","","","Noodles and company","","7","Wendys","",""
"R_SOj3F81GaVNN9CN","Panera Bread","","9","Chipotle","2","","Zoe's Kitchen","","","","","","","",""
"R_2xQ0fJOHJqF6nMS","Sonic","","","","","","","","","","","","","",""
"R_3et0qlE2NAo3Sbd","Tgi Friday's","","","Subway","","","Burger king","","","In and out","","","Wendey's","",""
"R_1LT0EJZlSB8bQDL","Panera Bread","","9","","","","","","","","","","","",""
"R_2eVyJLUeBpIkoql","Chilis","","","Panda Express","","8","Raising Canes","","11","Smashburger","","","","",""
"R_1CwDrqhTyHXSXwV","blaze pizza","","","five guys","","","shake shack","","","super duper burgers","","","","",""
"R_Z44UOMwGGBO7py9","none","","","","","","","","","","","","","",""
"R_2PsOjHGy5DVNMfe","Golden coral","","","","","","","","","","","","","",""
"R_1n2qW3CvNsuqJhO","spice & Pepper","","","Blue Heron Restaurant","","","The Federal","","","","","","","",""
"R_73OShoqLFARmhON","Ihop","","","In n out","","","","","","","","","","",""
"R_3p6hyqk5NaNq8sE","Macdonalds","","","","","","","","","","","","","",""
"R_10H1CusMTljLC5G","Qdoba","10","","","","","","","","","","","","",""
"R_22UZirhFhrcoyvQ","McDonald's","","","Starbucks.","","","","","","","","","","",""
"R_pmWDsRFaM5oekMh","pizzahut","","","","","","","","","","","","","",""
"R_1jwRrDGDoaFH1U6","Chipolte","2","","Wawa","","","Chick fil a","","1","Pojo tropical","","","","",""
"R_1QJY2T4HTmK79H1","Applebee’s","","","IHOP","","","Ruby Tuesday","","","THIFridays","","","Chipotle","2",""
"R_2E4797NEYUVBlNl","Hardee's","","","","","","","","","","","","","",""
"R_3Pq6cUMbHB9L5BT","Capriotti's","","","Primo Hoagies","","","Five Guys","","","Wing Stop","13","","","",""
"R_1r2BLz8Ho9uu6hw","mcdonald's","","","starbucks","","","subway","","","domino's","","","tacobell","","12"
"R_1rjmPEo9q1sK86Z","Wendys","","","McDonald's","","","Bk","","","Arbys","","","Checkers","",""
"R_38hoiCOVvRSF3fb","The Pantry","","","Tops Diner","","","Burger Bar","","","Tattooed Moose","","","","",""
"R_exkRLNQumTnuIM1","Subway","","","Wicked Wing","","","McDonald's","","","Burger King","","","Hot Table","",""
"R_3nSoME3o8LKJbS8","Dont know","","","","","","","","","","","","","",""
"R_1nOvaHlbAFOpZZI","Boston Market","","","Habit Burger","","","Penn Station","","","Culver's","","","Jerry's Subs & Pizza","",""
"R_2YsUMLoyKTCVHpE","Subway","","","Panera","9","","Dunkins","","","Starbucks","","","McDonald’s","",""
"R_PYcEYI22PSi0k01","Chipotle","2","","","","","","","","","","","","",""
"R_3k7guH1WSr81isf","McAlister’s","","","Moes","6","","","","","","","","","",""
"R_24GK9VPvlOKgiFS","Mcdonald's","","","Checkers","","","Wendy's","","","","","","","",""
"R_1eRe9go17QDCNzC","Chipolte","2","","Red robin","","","Noodles & co","","7","","","","","",""
"R_qJJcfsqNub5yGAN","Chipotle","2","","","","","","","","","","","","",""
"R_tDknwzrp3SPStcl","Chick fa la","","1","McDonald’s","","","Buger king","","","Wendy’s","","","Kfc","",""
"R_p9kd3I5k8rpWMOR","kfc","","","mecnodal","","","linkon","","","to take","","","the survey","",""
"R_3Gdr5goNRHA6XRh","McDonald’s","","","Wendy’s","","","Burger King","","","","","","","",""
"R_1gbBv7D80Xn9AHm","Panera","9","","Qdoba","10","","Zoup","","","Denny's","","","Noodles","",""
"R_3oYdRTK62h2MEXM","McDonald’s","","","Burger king","","","Wendy’s","","","Arbys","","","Jack in the box","",""
"R_1oj6GWZdWQiLBPS","Taco Bell","","12","Wendys","","","McDonalds","","","Jack in the Box","","","","",""
"R_r130JoJosKnuUIF","Mr burger","","","Qdoba","10","","Chipolte","2","","Tim hortons","","","Panera bread","","9"
"R_1lt50JPAmFPK0Wf","Golden carrol","","","red lobster","","","outback steak house","","","Mcdonalds","","","Subway","",""
"R_10ZrwSeLdONEKVa","Fazoli","","","Olive the garden","","","Applebee’s","","","BWW","","","","",""
"R_278WOdOlbQ7CiEP","McDonald’s","","","Wendy’s","","","Burger king","","","Chipotle","2","","Chick-fil-A","","1"
"R_2dyFVSecijKHRsF","Del Taco","","","McDonald’s","","","Wendys","","","Arbys","","","Burger","",""
"R_1rkN7WB6tUWYKNO","McDonald’s","","","Firehouse Subs","3","","Charleys Subs","","","","","","","",""
"R_2DUCxOLV8oDfzJM","Apple Bees","","","Bob Evans","","","Steak and Shake","","","Denny's","","","IHOP","",""
"R_3k6sWqEpmEQ9MK4","Olive Garden","","","Chic o Flick","","","Pizza Hut","","","","","","","",""
"R_1lruFqZuFGILfkO","McDonald’s","","","Chic fel a","1","","Dunking donuts","","","Burger king","","","Panera","9",""
"R_3OqQViWOajDkRuX","Qdoba","10","","Chipotle","2","","","","","","","","","",""
"R_2wtSqtX9MjeTSSf","culvers","","","","","","","","","","","","","",""
"R_2969LeFG5zRWUgY","Ihop","","","Denny’s","","","Perkins","","","","","","","",""
"R_11ik8yYY6veOQlj","Dennys","","","Friendlys","","","","","","","","","","",""
"R_2ZVsaDlUMK3OtHP","friday’s","","","five guys","","","","","","","","","","",""
"R_1BWnK8PRlMIAk1Q","Newks","","","","","","","","","","","","","",""
"R_6hzHNM3LWWA76PT","None","","","","","","","","","","","","","",""
"R_3fqnGviC116m6qo","NONE","","","","","","","","","","","","","",""
"R_3QENpqlsVTtolbM","panera","9","","panda express","","8","","","","","","","","",""
"R_A4h3d0bF9F2jF2F","McDonald’s","","","Burger king","","","Chick filea","","1","Kfc","","","Hardees","",""
"R_2qwmQRw2nkpxk4a","None","","","","","","","","","","","","","",""
"R_2Ce2cHzbqXoGCKY","Qudoba","10","","Panerra","9","","","","","","","","","",""
"R_3JejVs44vedgiv8","The 99","","","Outback","","","T.G.I. Friday’s","","","Texas road house","","","Applebee’s","",""
"R_SDfRws7NnGaPedb","None","","","","","","","","","","","","","",""
"R_3OcclKiJ5eafoPn","Pasquales","","","Fazzolis","","","","","","","","","","",""
"R_3G2nvGcOU1JjGkn","Olive Garden","","","AppleBees","","","Long John Silver","","","TGI Friday","","","Bone Fish Grill","",""
"R_2U0gG7WUcu0XmRF","Fazoli’s","","","","","","","","","","","","","",""
"R_1LvTj5pHKRTm1ZM","Casa feista","","","habati","","","McDonald's","","","rallys","","","chick fil a","","1"
"R_3ReJhZeMrJdBHZq","None","","","Pf changs","","","Cheese cake factory","","","Chillies","","","Mexican grill","",""
"R_1OkRlIQwoBSwQ1H","Mcdonalds","","","Jack in the box","","","Burger King","","","Tacobell","","12","Arbys","",""
"R_2Yt7zdpVCixm5i6","Subway","","","","","","","","","","","","","",""
"R_3fZAKFKfd5lNqV4","Pita pit","","","Qudoba","10","","Panda Express","","8","Chipotle","2","","Five guys","",""
"R_9WQSHkQFF1wgcSd","None","","","","","","","","","","","","","",""
"R_RLEJamwa6Y2pJTj","Mcdonalds","","","taco bell","","12","kfc","","","wendys","","","cracker barrel","",""
"R_2ckj6QZa65IT1MP","Olive garden","","","Chili's","","","Applebees","","","Lazy Dog","","","","",""
"R_2V866pG09zREhom","Olive Garden","","","Huhut","","","","","","","","","","",""
"R_2VrsI26BW7o8Pae","Nudo house","","","","","","","","","","","","","",""
"R_1ffjmm0QFT1rwnC","McDonald’s","","","Chick fl a","","1","Wendys","","","IHOP","","","In and out","",""
"R_3J5exogPiNLxqKp","Taco Bell","","12","McDonald's","","","Burger King","","","Wendy's","","","KFC","",""
"R_3OYZwnaD5KnecCd","Panera Bread","","9","Chipotle","2","","Qdoba","10","","Au Bon Pain","","","","",""
"R_2bnQkeVf1vlyF2N","Tin plate","","","Friendly’s","","","","","","","","","","",""
"R_85PM7xb1UoVjZRL","Chipotle","2","","Sweet Green","","","Qdoba","10","","","","","","",""
"R_UMjpxpuwbTIfQyZ","Mc donald","","","Wendys","","","Taco bell","","12","","","","","",""
"R_31T0q5vQU9j7qJ5","McDonald’s","","","Burger king","","","Pizza hut","","","Dominos","","","","",""
"R_2WBTodoj8kZfHxw","Red robin","","","Mod pizza","","","Panera","9","","5 guys","","","Wendys","",""
"R_zfejTgnt0qScfJf","Chick fil a","","1","Panda Express","","8","Panera","9","","Five guys","","","Chipotle","2",""
"R_AbL2AnQ9jKvFzIl","Sonic","","","Arby’s","","","Wendy’s","","","","","","","",""
"R_8eIKXZL4V3n1DmV","Taco bell","","12","Chipotle","2","","Pancheros","","","","","","","",""
"R_bQsuNW2ZF7xcz1n","Tropical smoothie","","","Panera","9","","","","","","","","","",""
"R_2P1O4Z355Qc3GrW","Mcdonalds","","","Burger king","","","","","","","","","","",""
"R_2Tn7ARfyJWjdA7V","Mcdonald's","","","Wendy's","","","Arby's","","","Hardee's","","","Cattleman's","",""
"R_2frDyGD43sZEk5L","Burger King","","","Subway","","","Sonic","","","Arby's","","","Bww","",""
"R_2eXrt0nB0stMr2R","Red robin","","","5 Guys","","","Chipotle","2","","None","","","None","",""
"R_xEibgiiZScIJiGB","good","","","nice","","","fine","","","","","","","",""
"R_2wiQTt37Snj1xes","Chipotle","2","","Qdoba","10","","","","","","","","","",""
"R_22ldEZNAWQAWMPc","Panera","9","","","","","","","","","","","","",""
"R_3HIc3TIWsAe1F3X","Dairy Queen","","","","","","","","","","","","","",""
"R_3Rw6iYspUiJDdhO","none","","","","","","","","","","","","","",""
"R_1NnsuVDPKdgQk5u","None","","","","","","","","","","","","","",""
"R_3Gk0OkQT9HLymgm","Five Guys","","","Panera","9","","Qdoba","10","","","","","","",""
"R_pufV05tUgE8OFEJ","None","","","","","","","","","","","","","",""
"R_u3pPQmiQMxoxbNf","Subway","","","Huddle house","","","","","","","","","","",""
"R_5okn8F0T8b5D3hf","dunken","","","mcdonaleds","","","burger kings","","","","","","","",""
"R_3jZDxceMlO4qdA8","McDonald’s","","","Chik fil a","1","","","","","","","","","",""
"R_3IWfXH3ZijGXRYR","Waffle House","","","","","","","","","","","","","",""
"R_3HHPOH0v83KdYFw","Wendy’s","","","Burger King","","","KFC","","","Taco Bell","","12","McDonald’s","",""
"R_bQkqA6I6giT0M6d","Popeyes","","","Pizza Hut","","","None","","","None","","","None","",""
"R_1eRkew2kirWD7SN","Wendy’s","","","Chick-Fil-A","","1","Good times","","","McDonalds","","","Subway","",""
"R_2CjMlzB74w55Un8","Mcdonalds","","","Rally’s","","","Chic a fila","1","","Wendy’s","","","Subway","",""
"R_2e9G6ydXfuEyLf6","Red Lobster","","","Olive garden","","","Outback","","","Longhorn","","","Chilies","",""
"R_2sU61XGyfhmM0ng","Red robin","","","California pizza kitchen","","","","","","","","","","",""
"R_31WQbfeAZ3QtH5x","Panera","9","","McAllisters","","","","","","","","","","",""
"R_5bYvpV0jm78KfBf","Panera Bread","","9","McAllister's Deli","","","Noodles & Company","","7","","","","","",""
"R_sHxp7ff29h623AZ","Chipotle","2","","In and Out Burger","","","","","","","","","","",""
"R_214mKiDa2arAxQl","Subway","","","Dennys","","","Ihop","","","Primo pizza","","","Aunt annies","",""
"R_2qazxdLnm09BcRU","olive garden","","","bubba 33","","","frankie’s too","","","texas road house","","","red lobster","",""
"R_1dGIeJpnHh1yjSe","panera bread","","9","","","","","","","","","","","",""
"R_AvZbS7f0aIgkYlb","Olive garden","","","Buffalo Wild Wings","","","Applebee’s","","","Chili’s","","","","",""
"R_3niyEyTUStJZJKf","None","","","","","","","","","","","","","",""
"R_3CJG107r1JpO8SW","Chipotle","2","","Panera bread","","9","Portillos","","","","","","","",""
"R_3NVcE1Z4MwxAKfH","mcdonalds","","","arbys","","","wendys","","","burger king","","","hardees","",""
"R_tEUscoe0gHLrPc5","Panara","9","","Culvers","","","","","","","","","","",""
"R_1gBJCVTXlMsiaEV","Bruegger's Bagels","","","Starbucks","","","Jimmy John's.","5","","Shake Shack","","","Five Guys","",""
"R_ZfAF9Enw2louc3n","Buffalo Wings","","","Dave & Busters","","","Denny's","","","The Cheesecake Factory","","","IHOP","",""
"R_1LpMcqfInht3y6W","None","","","","","","","","","","","","","",""
"R_3KCvwoN4gtwM0GT","Mcdonalds","","","Wendys","","","Taco bell","","12","Arbys","","","Rallys","",""
"R_1dfSVzMiWQXZlbH","Burger king","","","MC Donald","","","Taco bell","","12","Wendy's","","","Subway","",""
"R_2y7736qfh8v2MCY","Chipotle","2","","Moes","6","","Mission BBQ","","","Noodles and Company","","7","","",""
"R_d4K50HsD4uJ0MBH","applebees","","","","","","","","","","","","","",""
"R_2tillCe2ajYfncj","McDonalds","","","Burger King","","","Wendy’s","","","","","","","",""
"R_1o5MNrp2DOI36EG","Five Guys","","","McDonalds","","","Wendys","","","Arbys","","","Chick Fil A","","1"
"R_2YtCKiviQ4iCtL6","Panera Bread","","9","","","","","","","","","","","",""
"R_1I6m8tifWz6UvYV","Red Robin","","","Carrabas","","","Olive Garden","","","","","","","",""
"R_2ZVrLvGpYdwR53c","McDonald’s","","","Panera","9","","Wendy’s","","","Burger King","","","Tropical smoothie","",""
"R_1i8mmhQMh6Ulzyr","None","","","","","","","","","","","","","",""
"R_12QFX7AuTPtP7CW","applebees","","","","","","","","","","","","","",""
"R_3Do11fdIXbM8paX","Panera","9","","","","","","","","","","","","",""
"R_9QZhWagOpF6yDTj","Burger King","","","McDonald’s","","","Wendy’s","","","","","","","",""
"R_30pCZorsPnT1qFx","Chickflia","","1","Chipolte","2","","Fiveguys","","","Subway","","","","",""
"R_2XifB7iJxPlfaK1","Chipotle","2","","Panera Bread","","9","Olive Garden","","","Apple Bee's","","","","",""
"R_3lENVnaWx4CENOg","Panera","9","","Chipotle","2","","","","","","","","","",""
"R_1jdZC3ayoAGMFQ4","taco bell","","12","","","","","","","","","","","",""
"R_PYvJxD7xIQfKT0l","IHOP","","","Outback steakhouse","","","Olive garden","","","The Ram","","","Buzz inn","",""
"R_1cZYNbwWtA5LKJ5","McDonald’s","","","","","","","","","","","","","",""
"R_2S2HV4bqqXtiMOw","denny’s","","","","","","","","","","","","","",""
"R_2wLWIk5WUnAvDjh","McDonald’s","","","Dairy Queen","","","Subway","","","Runza","","","Arby’s","",""
"R_1M00PfpQrnDGS9k","mcdonald's","","","starbucks","","","chick-fill-A","","1","burger king","","","taco bell","","12"
"R_1esCYXuj4tgDfMq","Chickfila","","1","Subway","","","","","","","","","","",""
"R_2uIm2dTS92BHtFj","None","","","","","","","","","","","","","",""
"R_AmkE7IUOk4ZxUpX","Chipotle","2","","Chick-fil-A","","1","","","","","","","","",""
"R_3hfP4ulsJarutqu","Five Guys","","","Panera","9","","Teriyaki Express","","","","","","","",""
"R_eUQykRlSfJn2mzv","Chick-Fil-A","","1","","","","","","","","","","","",""
"R_2QM5HHblgZka7vn","Taco bell","","12","McDonald's","","","Burger King","","","","","","","",""
"R_2SrweE6wn6l3jZi","Applebees","","","Burger King","","","Friendly","","","Friday","","","","",""
"R_1j7fIkYIMKqOqkL","McDonald’s","","","Wendys","","","Burger King","","","Chipotle","2","","Arby’s","",""
"R_2S8MpaWIlSPQCuS","Zaxbys","","","","","","","","","","","","","",""
"R_26hwhMOrw4hCjCS","Mcdonalds","","","Taco bell","","12","Kfc","","","Burger king","","","Wendys","",""
"R_2CvICX1ATu0vhUl","None","","","","","","","","","","","","","",""
"R_1irmnJTutL5s42O","Wing Stop","13","","Qdoba","10","","Kentucky Fred Chicken","","","Pizza Hut","","","Buffalo Wild Wings","",""
"R_tSbw8VdxAKq4Ezn","McDonalds","","","Fuddruckers","","","Wendys","","","Chillis","","","TGIF","",""
"R_2q8lWngOuph0uTG","Chillis","","","Applebees","","","","","","","","","","",""
"R_2xJfFNZfzp3yPWa","Applebees","","","Five guys","","","McDonald’s","","","Olive Garden","","","","",""
"R_31KjQ9kIouvzuyt","Taco Time","","","Jersey Mikes","4","","McDonald’s","","","Burger King","","","Subway","",""
"R_1jZoMgwrt6oMaYf","culvers","","","panera bread","","9","chipotle","2","","buffalo wild wings","","","","",""
"R_1IY71jrbD4UdKTE","Panera","9","","Cracker Barrel","","","Lewis Cafe","","","Applebee’s","","","Pizza hut","",""
"R_24OsDuBEsLnxk3S","None","","","","","","","","","","","","","",""
"R_T70xe3UViPwv5Ml","Mcdonalds","","","Wendys","","","Taco bell","","12","Sweetgreen","","","Burger king","",""
"R_2dFjt2q2SLYrz7a","mcdonalds","","","burger king","","","wendies","","","taco bell","","12","chik fil a","1",""
"R_3ipMtyNMoq2JcoT","Fazolis","","","Panda Express","","8","","","","","","","","",""
"R_sF5HR2UTYQZPCDL","Wendys","","","Mcdonalds","","","Burger king","","","","","","","",""
"R_232XSVHo3Pfh10R","Chipotle","2","","Panera Bread","","9","Mod Pizza","","","Qdoba","10","","","",""
"R_2y7dmGKBSJhuh8k","McDonald’s","","","Carl’s Jr.","","","Burger King","","","In n out","","","Habit burger","",""
"R_2WBhxGYpxmzR0Gk","Moes","6","","Chipotle","2","","Panera bread","","9","","","","","",""
